,Neighborhood,NeighborhoodLatitude,NeighborhoodLongitude,Venue_Count,Venue,VenueLatitude,VenueLongitude,VenueCategory
762,Dehiwala East,6.8563598052065595,79.86934039962263,9,Pillawoos,6.854467692869403,79.8655722458477,Diner
763,Dehiwala East,6.8563598052065595,79.86934039962263,9,Charriot Dehiwela,6.857356167576205,79.8650526840499,Asian Restaurant
764,Pepiliyana West,6.856252601052376,79.88734137163894,6,Hotel de Pinchi,6.856341136516637,79.88622665405273,Chinese Restaurant
765,Pepiliyana West,6.856252601052376,79.88734137163894,6,Green Cabin,6.8544261840764,79.88547189031337,Bakery
766,Pepiliyana West,6.856252601052376,79.88734137163894,6,Chopsticks,6.856672388153928,79.89032452917017,Chinese Restaurant
767,Pepiliyana West,6.856252601052376,79.88734137163894,6,Nugegoda Dinemore,6.857998290821934,79.88475013518233,Café
768,Pepiliyana West,6.856252601052376,79.88734137163894,6,Delicia,6.856454,79.89083,Restaurant
769,Pepiliyana West,6.856252601052376,79.88734137163894,6,Perera & Sons,6.85817275982953,79.89073724283075,Bakery
770,Nedimala,6.855091310202861,79.88189226005638,5,Maldives Bliss Restaurant & Cafe,6.852909547392596,79.88244965306903,Asian Restaurant
771,Nedimala,6.855091310202861,79.88189226005638,5,Anderson Road 119C Terrace,6.857456875775447,79.88236348300033,Korean Restaurant
772,Nedimala,6.855091310202861,79.88189226005638,5,Perera & Sons,6.852297853818701,79.88295665739811,Bakery
773,Nedimala,6.855091310202861,79.88189226005638,5,Green Cabin,6.8544261840764,79.88547189031337,Bakery
774,Nedimala,6.855091310202861,79.88189226005638,5,Galle Caterers,6.857142686516896,79.87862591398353,Asian Restaurant
775,Navinna,6.854873658031804,79.91403323696197,5,One Seven One,6.858362803429681,79.9158068211503,Restaurant
776,Navinna,6.854873658031804,79.91403323696197,5,Mathara Bath Kade,6.856312700491272,79.91322762591658,Diner
777,Navinna,6.854873658031804,79.91403323696197,5,Awanhala by Ceylon Hotel Corporation,6.855119,79.913831,Asian Restaurant
778,Navinna,6.854873658031804,79.91403323696197,5,CHC - Ceylon Hotels Corporation,6.8549104,79.913826,Fast Food Restaurant
779,Navinna,6.854873658031804,79.91403323696197,5,Chandrasiri Bakers,6.8585865504096475,79.91492209804059,Bakery
780,Gangodavila South B,6.8555947751583455,79.90254019746682,3,Café by Boo - Culinary Delights,6.857987548892221,79.90502263831289,Fast Food Restaurant
781,Gangodavila South B,6.8555947751583455,79.90254019746682,3,Bob Marley bath kade,6.854556560516357,79.9063720703125,Comfort Food Restaurant
782,Gangodavila South B,6.8555947751583455,79.90254019746682,3,Makrin Foods,6.856250476393079,79.90683753176125,Chinese Restaurant
783,Pathiragoda,6.856793766542048,79.91992547076867,3,One Seven One,6.858362803429681,79.9158068211503,Restaurant
784,Pathiragoda,6.856793766542048,79.91992547076867,3,Sugarpop,6.852857,79.919193,Bakery
785,Pathiragoda,6.856793766542048,79.91992547076867,3,star grills BBQ,6.858269,79.915991,BBQ Joint
786,Hathbodhiya,6.866115154550218,79.87149923148031,10,Pilawoos,6.862958198570681,79.8685254862971,Bakery
787,Hathbodhiya,6.866115154550218,79.87149923148031,10,Candle Light Hut,6.865689841368498,79.87324981796132,Pakistani Restaurant
788,Hathbodhiya,6.866115154550218,79.87149923148031,10,KFC,6.86426495887521,79.87006769474462,Fast Food Restaurant
789,Hathbodhiya,6.866115154550218,79.87149923148031,10,P & S,6.866369019474058,79.87590034226945,Snack Place
790,Hathbodhiya,6.866115154550218,79.87149923148031,10,Sumanadisi,6.868711492823879,79.8691161225093,Bakery
791,Hathbodhiya,6.866115154550218,79.87149923148031,10,Taste Me,6.863709431310247,79.86855829952388,Fast Food Restaurant
792,Hathbodhiya,6.866115154550218,79.87149923148031,10,Sri Sri Bhawan,6.866273,79.875653,Indian Restaurant
793,Hathbodhiya,6.866115154550218,79.87149923148031,10,Mummys Delight,6.863618200157226,79.86815360220623,Halal Restaurant
794,Hathbodhiya,6.866115154550218,79.87149923148031,10,Perera & Sons,6.866282375783692,79.87585893856671,Bakery
795,Hathbodhiya,6.866115154550218,79.87149923148031,10,Arcadia Restaurant,6.8635156920756915,79.86806974575329,Fast Food Restaurant
796,Kalubovila,6.862647104262578,79.87829636454808,8,Chandrasiri Bakery,6.863052242600794,79.87692527338521,Bakery
797,Kalubovila,6.862647104262578,79.87829636454808,8,Pot Biriyani,6.860785,79.87868,Halal Restaurant
798,Kalubovila,6.862647104262578,79.87829636454808,8,P & S,6.866369019474058,79.87590034226945,Snack Place
799,Kalubovila,6.862647104262578,79.87829636454808,8,Damith Meal Center,6.866166410526996,79.87876808823658,Asian Restaurant
800,Kalubovila,6.862647104262578,79.87829636454808,8,Susiko Bakery,6.866350968062874,79.87790410269463,Bakery
801,Kalubovila,6.862647104262578,79.87829636454808,8,Wonder Bakers,6.866341175805046,79.87887745289035,Bakery
802,Kalubovila,6.862647104262578,79.87829636454808,8,Perera & Sons,6.866282375783692,79.87585893856671,Bakery
803,Kalubovila,6.862647104262578,79.87829636454808,8,Sri Sri Bhawan,6.866273,79.875653,Indian Restaurant
804,Gangodavila North,6.866996500088578,79.8960771372891,7,LeeSh Sandwich Bar,6.867301971293491,79.89303015437052,Sandwich Place
805,Gangodavila North,6.866996500088578,79.8960771372891,7,Breadway Sandwiches,6.865438947647443,79.89652712622942,Café
806,Gangodavila North,6.866996500088578,79.8960771372891,7,My Burger,6.866632568367328,79.89341696894348,Burger Joint
807,Gangodavila North,6.866996500088578,79.8960771372891,7,Kings Park Restaurant,6.866774763807074,79.89345252513885,Restaurant
808,Gangodavila North,6.866996500088578,79.8960771372891,7,Chinese Dragon Cafe,6.866645,79.893378,Chinese Restaurant
809,Gangodavila North,6.866996500088578,79.8960771372891,7,Namasté,6.864895384903683,79.89715007071152,Indian Restaurant
810,Gangodavila North,6.866996500088578,79.8960771372891,7,Gihan's Food Centre,6.86508684725846,79.89660675611613,Fast Food Restaurant
811,Dutugemunu,6.868486118606071,79.88290528483081,17,The Fab,6.870688644909873,79.88660596306757,Bakery
812,Dutugemunu,6.868486118606071,79.88290528483081,17,McDonald's,6.870766059457416,79.88632849726157,Fast Food Restaurant
813,Dutugemunu,6.868486118606071,79.88290528483081,17,Sumanadisi Bakers,6.867278693087084,79.8848362328575,Bakery
814,Dutugemunu,6.868486118606071,79.88290528483081,17,Alumka Food Cabin,6.871199179096204,79.88547447438839,Restaurant
815,Dutugemunu,6.868486118606071,79.88290528483081,17,Sirisanda Hotel,6.867298394119681,79.88455559386104,Food Court
816,Dutugemunu,6.868486118606071,79.88290528483081,17,Raffles Deli,6.8663832493774155,79.88268872617543,Fast Food Restaurant
817,Dutugemunu,6.868486118606071,79.88290528483081,17,Shinshio Chinese Restaurant,6.868570322394344,79.88315897227046,Chinese Restaurant
818,Dutugemunu,6.868486118606071,79.88290528483081,17,Dinemore,6.867655212300486,79.88532723329018,Fast Food Restaurant
819,Dutugemunu,6.868486118606071,79.88290528483081,17,Big Bite Buriyani,6.86802339578219,79.8857759005277,BBQ Joint
820,Dutugemunu,6.868486118606071,79.88290528483081,17,My Burger,6.86647609790214,79.88332301101462,Burger Joint
821,Dutugemunu,6.868486118606071,79.88290528483081,17,KFC,6.8713397174410895,79.88539449957732,Fast Food Restaurant
822,Dutugemunu,6.868486118606071,79.88290528483081,17,Gihan's Restaurant,6.866795407552482,79.88423861796568,Sri Lankan Restaurant
823,Dutugemunu,6.868486118606071,79.88290528483081,17,NSBM school of computing cafeteria,6.871964838666399,79.88418147545342,Cafeteria
824,Dutugemunu,6.868486118606071,79.88290528483081,17,Alumka,6.871303558349609,79.88539123535156,Restaurant
825,Dutugemunu,6.868486118606071,79.88290528483081,17,Devon Bakeway,6.870845847393332,79.88639933170555,Bakery
826,Dutugemunu,6.868486118606071,79.88290528483081,17,Raja Bojun,6.871222089592517,79.88559884613407,Café
827,Dutugemunu,6.868486118606071,79.88290528483081,17,Big Bite,6.868566007900372,79.88595852489985,Asian Restaurant
828,Vilawala,6.87016706673513,79.87406124313512,12,Eat Right,6.872072973945968,79.87460631933577,Café
829,Vilawala,6.87016706673513,79.87406124313512,12,Kushmi Foods,6.873225362658451,79.87321746283804,Asian Restaurant
830,Vilawala,6.87016706673513,79.87406124313512,12,Perera & Sons,6.870537475314024,79.87733237828053,Bakery
831,Vilawala,6.87016706673513,79.87406124313512,12,The Daily Staple Bistro,6.872021,79.874603,Bistro
832,Vilawala,6.87016706673513,79.87406124313512,12,Damith Meal Centre,6.87212879299547,79.87529568983446,Snack Place
833,Vilawala,6.87016706673513,79.87406124313512,12,P & S,6.866369019474058,79.87590034226945,Snack Place
834,Vilawala,6.87016706673513,79.87406124313512,12,P&S Kohuwala,6.87050180294587,79.87728618378279,Bakery
835,Vilawala,6.87016706673513,79.87406124313512,12,Green Apple,6.870301049350752,79.8780134684219,Asian Restaurant
836,Vilawala,6.87016706673513,79.87406124313512,12,Sri Sri Bhawan,6.866273,79.875653,Indian Restaurant
837,Vilawala,6.87016706673513,79.87406124313512,12,Perera & Sons,6.866282375783692,79.87585893856671,Bakery
838,Vilawala,6.87016706673513,79.87406124313512,12,Thawalama,6.873326466477829,79.8711122248469,Sri Lankan Restaurant
839,Vilawala,6.87016706673513,79.87406124313512,12,Red Onion,6.873123239781662,79.8707127571106,Sri Lankan Restaurant
840,Nawala West,6.894379570436622,79.88792687984201,5,Green Cabin,6.89364802431922,79.88878760465158,Snack Place
841,Nawala West,6.894379570436622,79.88792687984201,5,Crossroads Restaurant,6.8899040747431,79.88797277974487,Asian Restaurant
842,Nawala West,6.894379570436622,79.88792687984201,5,Olive Garden City Restaurant,6.893542601454915,79.88960277755464,Restaurant
843,Nawala West,6.894379570436622,79.88792687984201,5,The Curry Shop,6.892726950826027,79.8838916762929,Asian Restaurant
844,Nawala West,6.894379570436622,79.88792687984201,5,Tasty,6.890012616029383,79.88797611597755,Asian Restaurant
845,Pragathipura,6.87648499622673,79.9161061151994,2,Havi Nature Resort,6.878733815032541,79.91965004872732,Chinese Restaurant
846,Pragathipura,6.87648499622673,79.9161061151994,2,Keels Krest,6.88032,79.918337,Burger Joint
847,Kawdana West,6.843923324057234,79.8709502415599,7,Hotel De Pilawoos,6.840885432727192,79.86970128596286,Asian Restaurant
848,Kawdana West,6.843923324057234,79.8709502415599,7,Star Dogs,6.842775481682717,79.86668407917023,Hot Dog Joint
849,Kawdana West,6.843923324057234,79.8709502415599,7,Mount Grill Restaurant,6.843141169988503,79.86656523398732,Steakhouse
850,Kawdana West,6.843923324057234,79.8709502415599,7,Kattankudi Taste Kade,6.844800366139643,79.86996378793147,Fast Food Restaurant
851,Kawdana West,6.843923324057234,79.8709502415599,7,Sukiya,6.843525401078812,79.86651838735925,Asian Restaurant
852,Kawdana West,6.843923324057234,79.8709502415599,7,Kushmi Foods,6.843883800751171,79.86646916637503,Diner
853,Kawdana West,6.843923324057234,79.8709502415599,7,Kawdana Kada,6.847766134286491,79.86860205047391,Indian Restaurant
854,Kandawala,6.818435612383911,79.88683100905376,5,Airport Restaurant,6.8182313478300545,79.8894031646431,Buffet
855,Kandawala,6.818435612383911,79.88683100905376,5,Pot Biriyani,6.817376,79.884166,Halal Restaurant
856,Kandawala,6.818435612383911,79.88683100905376,5,Sushi,6.816592997069948,79.88440019116882,Sushi Restaurant
857,Kandawala,6.818435612383911,79.88683100905376,5,Little Lion,6.8204345703125,79.88932037353516,Bakery
858,Kandawala,6.818435612383911,79.88683100905376,5,Cadet Mess,6.818304815527141,79.89073749134226,Food Court
859,Thalawathugoda West,6.870759587479033,79.93571356384173,4,Seven Eleven Restaurant - Capital Mall,6.8747955867030575,79.93419499861464,Café
860,Thalawathugoda West,6.870759587479033,79.93571356384173,4,Avishka Food Cafe,6.874471,79.937052,Asian Restaurant
861,Thalawathugoda West,6.870759587479033,79.93571356384173,4,Pizza Hut,6.874898903529071,79.93412449596939,Pizza Place
862,Thalawathugoda West,6.870759587479033,79.93571356384173,4,Helara Bakers,6.874726,79.936497,Bakery
863,Pamankada East,6.874220442861256,79.87614359349386,10,Eat Right,6.872072973945968,79.87460631933577,Café
864,Pamankada East,6.874220442861256,79.87614359349386,10,THE CAULDRON,6.876584251001171,79.87346108488177,Café
865,Pamankada East,6.874220442861256,79.87614359349386,10,Kushmi Foods,6.873225362658451,79.87321746283804,Asian Restaurant
866,Pamankada East,6.874220442861256,79.87614359349386,10,Shiraz Persian Cuisine,6.877165919091541,79.87316843639415,Middle Eastern Restaurant
867,Pamankada East,6.874220442861256,79.87614359349386,10,Perera & Sons,6.870537475314024,79.87733237828053,Bakery
868,Pamankada East,6.874220442861256,79.87614359349386,10,Damith Meal Centre,6.87212879299547,79.87529568983446,Snack Place
869,Pamankada East,6.874220442861256,79.87614359349386,10,The Daily Staple Bistro,6.872021,79.874603,Bistro
870,Pamankada East,6.874220442861256,79.87614359349386,10,P&S Kohuwala,6.87050180294587,79.87728618378279,Bakery
871,Pamankada East,6.874220442861256,79.87614359349386,10,Green Apple,6.870301049350752,79.8780134684219,Asian Restaurant
872,Pamankada East,6.874220442861256,79.87614359349386,10,New Tissa Hotel,6.877652909651686,79.8789594762915,Fast Food Restaurant
873,Pamankada West,6.87537498989428,79.86665997133228,10,KFC,6.873797353757678,79.86610577695025,Fast Food Restaurant
874,Pamankada West,6.87537498989428,79.86665997133228,10,Al Mass Restaurant,6.876137352473307,79.86339350558872,Indian Restaurant
875,Pamankada West,6.87537498989428,79.86665997133228,10,Sagara Food City,6.876709258682938,79.86644101380557,Food Court
876,Pamankada West,6.87537498989428,79.86665997133228,10,Chana's,6.875962386251636,79.86289497632116,Indian Restaurant
877,Pamankada West,6.87537498989428,79.86665997133228,10,Ammache Vegetarian Food Centre,6.874342,79.86607,Restaurant
878,Pamankada West,6.87537498989428,79.86665997133228,10,Sunwave Hotel,6.874673334586726,79.86592226470052,Diner
879,Pamankada West,6.87537498989428,79.86665997133228,10,Eat More,6.874632634360751,79.86575819353637,Fast Food Restaurant
880,Pamankada West,6.87537498989428,79.86665997133228,10,The Chaat Kade,6.8761916,79.864685,Restaurant
881,Pamankada West,6.87537498989428,79.86665997133228,10,Curry Leaves,6.87611902427202,79.86420278371226,Indian Restaurant
882,Pamankada West,6.87537498989428,79.86665997133228,10,Cafè Brick House,6.877133102246592,79.86889411572108,Fast Food Restaurant
883,Mirihana South,6.875560038308125,79.904858517527,7,Spinneys Restaurant,6.875287468980078,79.90117461207332,Fast Food Restaurant
884,Mirihana South,6.875560038308125,79.904858517527,7,Perera & Sons,6.874702651830385,79.9016988807471,Bakery
885,Mirihana South,6.875560038308125,79.904858517527,7,city foods,6.87609338760376,79.90081024169922,Fast Food Restaurant
886,Mirihana South,6.875560038308125,79.904858517527,7,New City Food,6.8759689210597585,79.90073125004737,Fast Food Restaurant
887,Mirihana South,6.875560038308125,79.904858517527,7,Cimply Yummy,6.8750434,79.9006,Sri Lankan Restaurant
888,Mirihana South,6.875560038308125,79.904858517527,7,Jade Resturent,6.8767320354754276,79.90056724378735,Chinese Restaurant
889,Mirihana South,6.875560038308125,79.904858517527,7,Jade,6.876726873109553,79.90058351105185,Asian Restaurant
890,Kollupitiya,6.913269174764213,79.85094388124541,34,Gunasiri Hotel,6.913278689871976,79.8512724154259,Asian Restaurant
891,Kollupitiya,6.913269174764213,79.85094388124541,34,Highland Milk Shop,6.913544335133922,79.85181138144267,Snack Place
892,Kollupitiya,6.913269174764213,79.85094388124541,34,AYU,6.91173456,79.85060769,Restaurant
893,Kollupitiya,6.913269174764213,79.85094388124541,34,Praneetha,6.914717323202322,79.85303874104507,Sri Lankan Restaurant
894,Kollupitiya,6.913269174764213,79.85094388124541,34,Burger King,6.911746903522148,79.85158580642418,Fast Food Restaurant
895,Kollupitiya,6.913269174764213,79.85094388124541,34,Isso - Prawn Crazy,6.911916,79.854468,Seafood Restaurant
896,Kollupitiya,6.913269174764213,79.85094388124541,34,Flavoured,6.912115550948656,79.85529248462188,Buffet
897,Kollupitiya,6.913269174764213,79.85094388124541,34,Life Food,6.916239884249383,79.85332601941646,Café
898,Kollupitiya,6.913269174764213,79.85094388124541,34,Liberty Plaza Food Court,6.911903973221158,79.85120372411329,Food Court
899,Kollupitiya,6.913269174764213,79.85094388124541,34,Indo Ceylon Cafe,6.910585974855902,79.84995954972385,Indian Restaurant
900,Kollupitiya,6.913269174764213,79.85094388124541,34,Dinemore,6.9126437546799195,79.85287765431394,Fast Food Restaurant
901,Kollupitiya,6.913269174764213,79.85094388124541,34,Cafe Japan,6.909133714536328,79.85026303077916,Japanese Restaurant
902,Kollupitiya,6.913269174764213,79.85094388124541,34,The Sandwich Factory,6.910112551330655,79.85308243503337,Sandwich Place
903,Kollupitiya,6.913269174764213,79.85094388124541,34,The Mango Tree,6.912738815489865,79.85543724620507,North Indian Restaurant
904,Kollupitiya,6.913269174764213,79.85094388124541,34,Coco Fresh bar,6.909975760233737,79.85194777617963,Fondue Restaurant
905,Kollupitiya,6.913269174764213,79.85094388124541,34,Pizza Hut,6.911175034326396,79.85178709030151,Pizza Place
906,Kollupitiya,6.913269174764213,79.85094388124541,34,Raja Bojun,6.910182128636693,79.85206006621665,Sri Lankan Restaurant
907,Kollupitiya,6.913269174764213,79.85094388124541,34,Grand Beijing,6.912647994257849,79.85335025994901,Chinese Restaurant
908,Kollupitiya,6.913269174764213,79.85094388124541,34,168 Seafood Palace,6.909465113707845,79.85068853444909,Seafood Restaurant
909,Kollupitiya,6.913269174764213,79.85094388124541,34,Dosa King,6.910983950886305,79.84980376796408,Indian Restaurant
910,Kollupitiya,6.913269174764213,79.85094388124541,34,Perera & Sons,6.911527072695569,79.84990747975081,Bakery
911,Kollupitiya,6.913269174764213,79.85094388124541,34,Seasons,6.911424981325039,79.85126950592472,Indian Restaurant
912,Kollupitiya,6.913269174764213,79.85094388124541,34,Burger King,6.908863394372723,79.8504862252791,Fast Food Restaurant
913,Kollupitiya,6.913269174764213,79.85094388124541,34,grand beijing,6.912545556849181,79.85314020640884,Cantonese Restaurant
914,Kollupitiya,6.913269174764213,79.85094388124541,34,Which Way West,6.910294346410416,79.8520438679044,Restaurant
915,Kollupitiya,6.913269174764213,79.85094388124541,34,Galaxy Taste Hotel,6.909501957708151,79.85048183070013,Fast Food Restaurant
916,Kollupitiya,6.913269174764213,79.85094388124541,34,Caravan Fresh,6.910633597734077,79.84992935985544,Bakery
917,Kollupitiya,6.913269174764213,79.85094388124541,34,Curry Pot,6.910431,79.852286,Sri Lankan Restaurant
918,Kollupitiya,6.913269174764213,79.85094388124541,34,Praneetha Foods,6.916389129384388,79.85262604122171,Café
919,Kollupitiya,6.913269174764213,79.85094388124541,34,චිමිනිය | Chiminiya,6.9162717,79.85285,Sri Lankan Restaurant
920,Kollupitiya,6.913269174764213,79.85094388124541,34,Chinaman,6.916449,79.852627,Comfort Food Restaurant
921,Kollupitiya,6.913269174764213,79.85094388124541,34,Monkey Bean Cafe,6.916397,79.853037,Café
922,Kollupitiya,6.913269174764213,79.85094388124541,34,Cinnamon Red - Stirred,6.912114143371582,79.8552474975586,Fast Food Restaurant
923,Kollupitiya,6.913269174764213,79.85094388124541,34,Robata Restaurant,6.908847,79.851268,Japanese Restaurant
924,Thalawathugoda East,6.8753435004596914,79.94160741101881,1,Kottu Spot - Hokandara,6.878876,79.941447,Indian Restaurant
925,Nugegoda West,6.875349757571205,79.88803589613134,8,Milano,6.873055512229947,79.89173232075586,Restaurant
926,Nugegoda West,6.875349757571205,79.88803589613134,8,Spice And Curry,6.873614,79.88724,Sri Lankan Restaurant
927,Nugegoda West,6.875349757571205,79.88803589613134,8,Sen-Saal,6.872518047434272,79.8904307232753,Restaurant
928,Nugegoda West,6.875349757571205,79.88803589613134,8,Food Waves,6.8787643673196,79.8895705030556,Indian Restaurant
929,Nugegoda West,6.875349757571205,79.88803589613134,8,Gamekade Senkada,6.873307408996606,79.89119104350141,Asian Restaurant
930,Nugegoda West,6.875349757571205,79.88803589613134,8,Perera & Sons,6.8720157244368005,79.88972575097858,Bakery
931,Nugegoda West,6.875349757571205,79.88803589613134,8,Upper Crust,6.8756693320099265,79.89205489854466,Bakery
932,Nugegoda West,6.875349757571205,79.88803589613134,8,Muluthangeya,6.873418761508168,79.89160110233357,Fast Food Restaurant
933,Mirihana North,6.881281226392746,79.91095664241472,6,Pizza Hut,6.882941,79.912103,Pizza Place
934,Mirihana North,6.881281226392746,79.91095664241472,6,Mr Kottu,6.8830368522880825,79.91192221405632,Burger Joint
935,Mirihana North,6.881281226392746,79.91095664241472,6,Ajith Food Center,6.8841305089344775,79.90884284751182,Restaurant
936,Mirihana North,6.881281226392746,79.91095664241472,6,Romano Restaurante,6.883317513099451,79.91053826747152,Italian Restaurant
937,Mirihana North,6.881281226392746,79.91095664241472,6,Casa Italia,6.87914,79.910793,Italian Restaurant
938,Mirihana North,6.881281226392746,79.91095664241472,6,Seven Eleven Hotel,6.883524544385554,79.91111755371094,Asian Restaurant
939,Wellawatta North,6.8777294911569316,79.8629046770549,26,Yarl Hotel,6.875464976801091,79.86074615941183,Seafood Restaurant
940,Wellawatta North,6.8777294911569316,79.8629046770549,26,Hotel Fayaz,6.877423738540069,79.8605153789678,Asian Restaurant
941,Wellawatta North,6.8777294911569316,79.8629046770549,26,KFC Race Course,6.873922879725383,79.86214855065296,Restaurant
942,Wellawatta North,6.8777294911569316,79.8629046770549,26,Al Mass Restaurant,6.876137352473307,79.86339350558872,Indian Restaurant
943,Wellawatta North,6.8777294911569316,79.8629046770549,26,Chana's,6.875962386251636,79.86289497632116,Indian Restaurant
944,Wellawatta North,6.8777294911569316,79.8629046770549,26,Choco Luv Express,6.876775426025281,79.86044759194054,Café
945,Wellawatta North,6.8777294911569316,79.8629046770549,26,Taj Samudra - Navarathna,6.878618628868013,79.86342288085433,Indian Restaurant
946,Wellawatta North,6.8777294911569316,79.8629046770549,26,Curry Leaves,6.87611902427202,79.86420278371226,Indian Restaurant
947,Wellawatta North,6.8777294911569316,79.8629046770549,26,Hotel de Pilawoos,6.876638630468826,79.86141566571347,Indian Restaurant
948,Wellawatta North,6.8777294911569316,79.8629046770549,26,Green Palace (Pure Vegetarian Restaurant),6.8756317165700835,79.86190438270569,Snack Place
949,Wellawatta North,6.8777294911569316,79.8629046770549,26,The Chaat Kade,6.8761916,79.864685,Restaurant
950,Wellawatta North,6.8777294911569316,79.8629046770549,26,7 To 11,6.878182882753122,79.86021240857183,Asian Restaurant
951,Wellawatta North,6.8777294911569316,79.8629046770549,26,Al Hilal Indian Hotel,6.875610936408615,79.86114766895324,Indian Restaurant
952,Wellawatta North,6.8777294911569316,79.8629046770549,26,CSB Bakers,6.875700044906148,79.8609610552058,Bakery
953,Wellawatta North,6.8777294911569316,79.8629046770549,26,Grand Pila,6.878749452755389,79.86008436044418,Asian Restaurant
954,Wellawatta North,6.8777294911569316,79.8629046770549,26,Sagara Food City,6.876709258682938,79.86644101380557,Food Court
955,Wellawatta North,6.8777294911569316,79.8629046770549,26,Peterite Lounge,6.880944,79.861902,Restaurant
956,Wellawatta North,6.8777294911569316,79.8629046770549,26,Plaza Hotel & Bake House,6.874723231336094,79.86121877021392,Asian Restaurant
957,Wellawatta North,6.8777294911569316,79.8629046770549,26,Savoy Restaurant,6.879359555102903,79.85984048940611,Restaurant
958,Wellawatta North,6.8777294911569316,79.8629046770549,26,Dineinn,6.879595,79.85974,Restaurant
959,Wellawatta North,6.8777294911569316,79.8629046770549,26,Hotel Mysoor,6.8742416548639715,79.86132268733792,Vegetarian / Vegan Restaurant
960,Wellawatta North,6.8777294911569316,79.8629046770549,26,Otter Aquatic Club Restaurant,6.87778888068928,79.85874113093668,Restaurant
961,Wellawatta North,6.8777294911569316,79.8629046770549,26,Cosy Resturant,6.875223692856466,79.85954514071591,Indian Restaurant
962,Wellawatta North,6.8777294911569316,79.8629046770549,26,Eat More,6.874632634360751,79.86575819353637,Fast Food Restaurant
963,Wellawatta North,6.8777294911569316,79.8629046770549,26,Sunwave Hotel,6.874673334586726,79.86592226470052,Diner
964,Wellawatta North,6.8777294911569316,79.8629046770549,26,Culture Colombo,6.8819513,79.861374,Sri Lankan Restaurant
965,Pagoda,6.88039701981088,79.8971845954995,5,Nelum Koley Bath,6.8787762620692146,79.89997474125212,Restaurant
966,Pagoda,6.88039701981088,79.8971845954995,5,Green Chili,6.8805897144109025,79.89593667400199,Chinese Restaurant
967,Pagoda,6.88039701981088,79.8971845954995,5,Kanora,6.882918646230995,79.89803057463322,Bakery
968,Pagoda,6.88039701981088,79.8971845954995,5,Sen Sal Bakery,6.881785438932355,79.89418716262576,French Restaurant
969,Pagoda,6.88039701981088,79.8971845954995,5,Se-Ar Restaurant,6.878859164039929,79.90010976791382,Chinese Restaurant
970,Pitakotte,6.885220847791033,79.90524219449065,6,Perera and Sons,6.883162938333277,79.90181563608965,Bakery
971,Pitakotte,6.885220847791033,79.90524219449065,6,Ajith Food Center,6.8841305089344775,79.90884284751182,Restaurant
972,Pitakotte,6.885220847791033,79.90524219449065,6,kanora,6.885224275707492,79.9018519512935,Bakery
973,Pitakotte,6.885220847791033,79.90524219449065,6,Romano Italian kitchen,6.887818782057755,79.90261730002301,Italian Restaurant
974,Pitakotte,6.885220847791033,79.90524219449065,6,Sizzler,6.888026152927339,79.90249703137872,Fast Food Restaurant
975,Pitakotte,6.885220847791033,79.90524219449065,6,The Fab,6.88398748016936,79.90150207536684,Café
976,Havelock Town,6.887017368140583,79.86263839299171,17,Dindigul Thalappakatti,6.8884738314903355,79.85855614286743,South Indian Restaurant
977,Havelock Town,6.887017368140583,79.86263839299171,17,Ananda Bhavan,6.891028457961462,79.86340198800548,Vegetarian / Vegan Restaurant
978,Havelock Town,6.887017368140583,79.86263839299171,17,Paan Paan,6.883441881908359,79.86224925872389,Bakery
979,Havelock Town,6.887017368140583,79.86263839299171,17,Klassy,6.887754475652957,79.86224882047993,Café
980,Havelock Town,6.887017368140583,79.86263839299171,17,Sen-Saal,6.8862624429494925,79.86515293089043,Bakery
981,Havelock Town,6.887017368140583,79.86263839299171,17,Deen's Kitchen,6.8879320035785225,79.86444561322718,Fast Food Restaurant
982,Havelock Town,6.887017368140583,79.86263839299171,17,Hippie Chippie,6.886677378196176,79.86525177955627,Fish & Chips Shop
983,Havelock Town,6.887017368140583,79.86263839299171,17,KIKU,6.887088,79.861048,Japanese Restaurant
984,Havelock Town,6.887017368140583,79.86263839299171,17,Tang Dynasty,6.887597407520005,79.86260796795624,Chinese Restaurant
985,Havelock Town,6.887017368140583,79.86263839299171,17,Let's Taco Colombo,6.887042,79.860342,Mexican Restaurant
986,Havelock Town,6.887017368140583,79.86263839299171,17,Bliss Lounge,6.887667600327165,79.85958889613984,Restaurant
987,Havelock Town,6.887017368140583,79.86263839299171,17,Mcdonald,6.884643,79.86037,Burger Joint
988,Havelock Town,6.887017368140583,79.86263839299171,17,WokBox,6.888895,79.859692,Noodle House
989,Havelock Town,6.887017368140583,79.86263839299171,17,Mithuro Cafe,6.888238205176263,79.85924432158869,Sri Lankan Restaurant
990,Havelock Town,6.887017368140583,79.86263839299171,17,Kinjou Chinese Restaurant,6.885152043514488,79.86635267658636,Chinese Restaurant
991,Havelock Town,6.887017368140583,79.86263839299171,17,King's Cafe,6.888357296259555,79.85898552992104,Café
992,Havelock Town,6.887017368140583,79.86263839299171,17,Perera & Sons,6.887064868189448,79.86477070383991,Snack Place
993,Pitakotte West,6.887226962653801,79.90005873470152,5,Perera and Sons,6.883162938333277,79.90181563608965,Bakery
994,Pitakotte West,6.887226962653801,79.90005873470152,5,Sizzler,6.888026152927339,79.90249703137872,Fast Food Restaurant
