,lat,long,nearByCount,distance_to_indian
0,6.827550278422267,79.84670307769109,0,2364.6942190246555
1,6.827550278422267,79.84870307769108,0,2146.543667095086
2,6.827550278422267,79.85070307769108,0,1929.057909578933
3,6.827550278422267,79.85270307769107,0,1712.4902512985311
4,6.827550278422267,79.85470307769107,0,1497.2391397553256
5,6.827550278422267,79.85670307769107,0,1283.966884693892
6,6.827550278422267,79.85870307769106,0,1073.8531645046962
7,6.827550278422267,79.86070307769106,0,869.1915872872318
8,6.827550278422267,79.86270307769105,0,674.9601102869524
9,6.827550278422267,79.86470307769105,0,503.38059569754637
10,6.827550278422267,79.86670307769104,4,385.9490074534178
11,6.827550278422267,79.86870307769104,9,377.180311213889
12,6.827550278422267,79.87070307769103,6,483.0290638924786
13,6.827550278422267,79.87270307769103,1,649.7021660306103
14,6.827550278422267,79.87470307769102,0,841.8149862678215
15,6.827550278422267,79.87670307769102,2,1045.435687280294
16,6.827550278422267,79.87870307769101,1,1254.9752268240825
17,6.827550278422267,79.88070307769101,0,1467.901087335476
18,6.827550278422267,79.882703077691,0,1682.9284366864213
19,6.827550278422267,79.884703077691,0,1842.7789715522838
20,6.827550278422267,79.886703077691,0,1730.2745591438343
21,6.827550278422267,79.88870307769099,0,1640.002241500151
22,6.827550278422267,79.89070307769099,0,1575.7874997325164
23,6.827550278422267,79.89270307769098,0,1540.8915362827672
24,6.827550278422267,79.89470307769098,0,1433.104041158503
25,6.827550278422267,79.89670307769097,0,1235.932320725294
26,6.827550278422267,79.89870307769097,0,1048.3384541528994
27,6.827550278422267,79.90070307769096,0,876.4939428878156
28,6.827550278422267,79.90270307769096,0,731.5825680057718
29,6.827550278422267,79.90470307769095,0,632.3984346358448
30,6.827550278422267,79.90670307769095,0,601.9848925708136
31,6.827550278422267,79.90870307769094,2,650.0670319831528
32,6.827550278422267,79.91070307769094,4,761.9263650068458
33,6.827550278422267,79.91270307769094,2,914.4505069940941
34,6.827550278422267,79.91470307769093,1,1090.7112258604254
35,6.827550278422267,79.91670307769093,0,1280.9471226846058
36,6.827550278422267,79.91870307769092,0,1479.7781551368498
37,6.827550278422267,79.92070307769092,0,1684.162863303398
38,6.827550278422267,79.92270307769091,0,1892.3025699478872
39,6.827550278422267,79.9247030776909,0,2103.0826866079888
40,6.827550278422267,79.9267030776909,0,2315.7823433032286
41,6.827550278422267,79.9287030776909,0,2529.917437535449
42,6.827550278422267,79.9307030776909,0,2745.152076710214
43,6.827550278422267,79.93270307769089,0,2869.441273295338
44,6.827550278422267,79.93470307769088,0,2861.442369045155
45,6.827550278422267,79.93670307769088,0,2870.4984399148548
46,6.827550278422267,79.93870307769087,0,2896.4495175041666
47,6.827550278422267,79.94070307769087,0,2938.8480690662586
48,6.827550278422267,79.94270307769087,0,2996.9961278521164
49,6.827550278422267,79.94470307769086,0,3069.998902176475
50,6.827550278422267,79.94670307769086,0,3156.825997747862
51,6.827550278422267,79.94870307769085,0,3256.3717773668545
52,6.827550278422267,79.95070307769085,0,3367.5085117149456
53,6.827550278422267,79.95270307769084,0,3489.1287812536507
54,6.827550278422267,79.95470307769084,0,3620.1761531056654
55,6.827550278422267,79.95670307769083,0,3759.6649795533226
56,6.827550278422267,79.95870307769083,0,3906.691156087907
57,6.827550278422267,79.96070307769082,1,4060.435995212841
58,6.827550278422267,79.96270307769082,1,4220.165258014826
59,6.827550278422267,79.96470307769081,1,4385.225055824681
60,6.827550278422267,79.96670307769081,3,4555.035941355135
61,6.827550278422267,79.9687030776908,2,4729.086139554699
62,6.827550278422267,79.9707030776908,0,4906.924561789208
63,6.827550278422267,79.9727030776908,0,5088.154011652413
64,6.827550278422267,79.97470307769079,0,5272.424820602178
65,6.827550278422267,79.97670307769079,0,5459.4290345127165
66,6.827550278422267,79.97870307769078,0,5648.895195363851
67,6.827550278422267,79.98070307769078,0,5840.583714393042
68,6.829550278422267,79.84670307769109,0,2340.7802943250763
69,6.829550278422267,79.84870307769108,0,2120.171558744683
70,6.829550278422267,79.85070307769108,0,1899.6699248338039
71,6.829550278422267,79.85270307769107,0,1679.3175818546306
72,6.829550278422267,79.85470307769107,0,1459.1821650351478
73,6.829550278422267,79.85670307769107,0,1239.379269398554
74,6.829550278422267,79.85870307769106,0,1020.1238594966842
75,6.829550278422267,79.86070307769106,0,801.8651611498412
76,6.829550278422267,79.86270307769105,0,585.718462465833
77,6.829550278422267,79.86470307769105,0,375.3502771317583
78,6.829550278422267,79.86670307769104,5,190.92636402060347
79,6.829550278422267,79.86870307769104,8,172.5145068711011
80,6.829550278422267,79.87070307769103,1,347.581596680888
81,6.829550278422267,79.87270307769103,2,556.4243077793316
82,6.829550278422267,79.87470307769102,1,772.1051656912447
83,6.829550278422267,79.87670307769102,0,990.165691257747
84,6.829550278422267,79.87870307769101,1,1209.3192870587025
85,6.829550278422267,79.88070307769101,1,1429.0631590657672
86,6.829550278422267,79.882703077691,0,1649.1613686302182
87,6.829550278422267,79.884703077691,0,1663.0576358282476
88,6.829550278422267,79.886703077691,0,1537.458318900742
89,6.829550278422267,79.88870307769099,0,1435.1085842506855
90,6.829550278422267,79.89070307769099,0,1361.262795638552
91,6.829550278422267,79.89270307769098,0,1320.7109195281296
92,6.829550278422267,79.89470307769098,0,1316.5331181190804
93,6.829550278422267,79.89670307769097,0,1144.723468543153
94,6.829550278422267,79.89870307769097,0,939.0838153357159
95,6.829550278422267,79.90070307769096,0,742.3664213056472
96,6.829550278422267,79.90270307769096,0,563.9860753680107
97,6.829550278422267,79.90470307769095,0,427.54599917372025
98,6.829550278422267,79.90670307769095,0,381.12172345093734
99,6.829550278422267,79.90870307769094,2,453.27127996384075
100,6.829550278422267,79.91070307769094,2,602.8257101927912
101,6.829550278422267,79.91270307769094,1,786.8200041765817
102,6.829550278422267,79.91470307769093,0,986.1620047150402
103,6.829550278422267,79.91670307769093,0,1193.1840505869886
104,6.829550278422267,79.91870307769092,0,1404.4941281699564
105,6.829550278422267,79.92070307769092,0,1618.4134922809053
106,6.829550278422267,79.92270307769091,0,1834.0293362878629
107,6.829550278422267,79.9247030776909,0,2050.8066410938673
108,6.829550278422267,79.9267030776909,0,2268.412451550275
109,6.829550278422267,79.9287030776909,0,2486.6292686960924
110,6.829550278422267,79.9307030776909,0,2705.3092407144445
111,6.829550278422267,79.93270307769089,0,2924.3484666168247
112,6.829550278422267,79.93470307769088,0,3082.621727561493
113,6.829550278422267,79.93670307769088,0,3091.029822269106
114,6.829550278422267,79.93870307769087,0,3115.1441789139676
115,6.829550278422267,79.94070307769087,0,3154.604633710697
116,6.829550278422267,79.94270307769087,0,3208.845085225116
117,6.829550278422267,79.94470307769086,0,3277.1317357174494
118,6.829550278422267,79.94670307769086,0,3358.60793958534
119,6.829550278422267,79.94870307769085,0,3452.339991477922
120,6.829550278422267,79.95070307769085,0,3557.3592435925507
121,6.829550278422267,79.95270307769084,0,3672.697565207131
122,6.829550278422267,79.95470307769084,0,3797.414813957586
123,6.829550278422267,79.95670307769083,0,3930.6183202273505
124,6.829550278422267,79.95870307769083,0,4071.475252975544
125,6.829550278422267,79.96070307769082,1,4219.219162132047
126,6.829550278422267,79.96270307769082,3,4373.152088232472
127,6.829550278422267,79.96470307769081,2,4532.64352025441
128,6.829550278422267,79.96670307769081,1,4697.1272734245795
129,6.829550278422267,79.9687030776908,0,4866.097122943753
130,6.829550278422267,79.9707030776908,0,5039.101809172109
131,6.829550278422267,79.9727030776908,0,5215.739844216472
132,6.829550278422267,79.97470307769079,0,5395.654404049737
133,6.829550278422267,79.97670307769079,0,5578.528481538476
134,6.829550278422267,79.97870307769078,0,5764.080398182289
135,6.829550278422267,79.98070307769078,0,5952.059719123786
136,6.831550278422267,79.84670307769109,0,2337.641367089344
137,6.831550278422267,79.84870307769108,0,2116.7064749501155
138,6.831550278422267,79.85070307769108,0,1895.8028293192137
139,6.831550278422267,79.85270307769107,0,1674.9427932977328
140,6.831550278422267,79.85470307769107,0,1454.146237697619
141,6.831550278422267,79.85670307769107,0,1233.4472534478227
142,6.831550278422267,79.85870307769106,0,1012.909620899716
143,6.831550278422267,79.86070307769106,0,792.668026250585
144,6.831550278422267,79.86270307769105,0,573.0638936711782
145,6.831550278422267,79.86470307769105,1,355.28126785074346
146,6.831550278422267,79.86670307769104,3,147.61523976830193
147,6.831550278422267,79.86870307769104,3,122.87662678259913
148,6.831550278422267,79.87070307769103,1,325.80668881892205
149,6.831550278422267,79.87270307769103,1,543.0877076677049
150,6.831550278422267,79.87470307769102,1,762.549306356772
151,6.831550278422267,79.87670307769102,1,982.7316814336174
152,6.831550278422267,79.87870307769101,1,1203.2392103896516
153,6.831550278422267,79.88070307769101,1,1423.9208418276519
154,6.831550278422267,79.882703077691,0,1644.7064956403256
155,6.831550278422267,79.884703077691,0,1494.4993010761193
156,6.831550278422267,79.886703077691,0,1353.3466716833866
157,6.831550278422267,79.88870307769099,0,1235.8426454703924
158,6.831550278422267,79.89070307769099,0,1149.2639612996677
159,6.831550278422267,79.89270307769098,0,1100.9309873452307
160,6.831550278422267,79.89470307769098,0,1095.9156914783225
161,6.831550278422267,79.89670307769097,0,1091.373478818276
162,6.831550278422267,79.89870307769097,0,873.260810502455
163,6.831550278422267,79.90070307769096,0,657.1265543848937
164,6.831550278422267,79.90270307769096,0,445.85722628382024
165,6.831550278422267,79.90470307769095,0,252.00102463978763
166,6.831550278422267,79.90670307769095,2,161.12994460882572
167,6.831550278422267,79.90870307769094,1,293.5365294484876
168,6.831550278422267,79.91070307769094,0,494.07187901302535
169,6.831550278422267,79.91270307769094,0,706.960282886603
170,6.831550278422267,79.91470307769093,0,923.6997098407637
171,6.831550278422267,79.91670307769093,0,1142.0998024558296
172,6.831550278422267,79.91870307769092,0,1361.3615449223046
173,6.831550278422267,79.92070307769092,0,1581.1265115821857
174,6.831550278422267,79.92270307769091,0,1801.2105173090467
175,6.831550278422267,79.9247030776909,0,2021.5093623539615
176,6.831550278422267,79.9267030776909,0,2241.959716155895
177,6.831550278422267,79.9287030776909,0,2462.520888847237
178,6.831550278422267,79.9307030776909,0,2683.165552009847
179,6.831550278422267,79.93270307769089,0,2903.8746741705354
180,6.831550278422267,79.93470307769088,0,3124.6345961380453
181,6.831550278422267,79.93670307769088,0,3311.6477305543954
182,6.831550278422267,79.93870307769087,0,3334.166757047275
